compound,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,label
MnO2,25.0,54.938,1.39,1.61,1.97,7.4,7.434,17.08,0.0,1.55,5.0,7.0,7.47,0.62,7.8,16.0,31.9988,1.32,0.96,3.04,28.0,27.236,70.234,2.92,6.88,8.0,12.0,0.002858,50,1.17
MnO2,25.0,54.938,1.39,1.61,1.97,7.4,7.434,17.08,0.0,1.55,5.0,7.0,7.47,0.62,7.8,16.0,31.9988,1.32,0.96,3.04,28.0,27.236,70.234,2.92,6.88,8.0,12.0,0.002858,100,1.28
MnO2,25.0,54.938,1.39,1.61,1.97,7.4,7.434,17.08,0.0,1.55,5.0,7.0,7.47,0.62,7.8,16.0,31.9988,1.32,0.96,3.04,28.0,27.236,70.234,2.92,6.88,8.0,12.0,0.002858,200,1.38
MnO2,25.0,54.938,1.39,1.61,1.97,7.4,7.434,17.08,0.0,1.55,5.0,7.0,7.47,0.62,7.8,16.0,31.9988,1.32,0.96,3.04,28.0,27.236,70.234,2.92,6.88,8.0,12.0,0.002858,300,1.46
MnO2,25.0,54.938,1.39,1.61,1.97,7.4,7.434,17.08,0.0,1.55,5.0,7.0,7.47,0.62,7.8,16.0,31.9988,1.32,0.96,3.04,28.0,27.236,70.234,2.92,6.88,8.0,12.0,0.002858,500,1.58
Mn2O3,50.0,109.876,2.78,3.22,3.94,14.8,14.868,34.16,0.0,3.1,10.0,14.0,14.94,1.24,15.6,24.0,47.9982,1.98,1.44,4.5600000000000005,42.0,40.854,105.351,4.38,10.32,12.0,18.0,0.004287,100,1.13
Mn3O4,75.0,164.81400000000002,4.17,4.83,5.91,22.200000000000003,22.302,51.239999999999995,0.0,4.65,15.0,21.0,22.41,1.8599999999999999,23.4,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,100,1.33
Cu2O,58.0,127.092,2.64,2.9,2.8,14.2,15.454,40.584,2.454,3.8,20.0,22.0,17.92,118.0,800.0,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,100,1.99
TiO2,22.0,47.9,1.6,1.76,1.87,10.64,6.828,13.575,0.079,1.54,2.0,4.0,4.507,2.5,22.0,16.0,31.9988,1.32,0.96,3.04,28.0,27.236,70.234,2.92,6.88,8.0,12.0,0.002858,250,1.81
NiS2,28.0,58.7,1.24,1.49,1.63,6.59,7.64,18.169,1.16,1.91,8.0,10.0,8.903,14.0,91.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.19
FeS2,26.0,55.847,1.32,1.56,1.94,7.1,7.903,18.169,0.163,1.83,6.0,8.0,7.874,10.0,80.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.39
MoS2,42.0,95.94,1.54,1.9,2.09,9.4,7.092,16.17,0.745,2.16,5.0,6.0,10.28,20.0,139.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.28
MoS2,42.0,95.94,1.54,1.9,2.09,9.4,7.092,16.17,0.745,2.16,5.0,6.0,10.28,20.0,139.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.89
MoS2,42.0,95.94,1.54,1.9,2.09,9.4,7.092,16.17,0.745,2.16,5.0,6.0,10.28,20.0,139.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,2.12
Co0.2Mn0.8O2,25.4,55.73704,1.3639999999999999,1.5920000000000003,1.96,7.260000000000001,7.5234000000000005,17.08,0.132,1.616,5.4,7.4,7.756,3.8960000000000004,26.240000000000002,16.0,31.9988,1.32,0.96,3.04,28.0,27.236,70.234,2.92,6.88,8.0,12.0,0.002858,100,0.88
Co0.2Mn0.8O2,25.4,55.73704,1.3639999999999999,1.5920000000000003,1.96,7.260000000000001,7.5234000000000005,17.08,0.132,1.616,5.4,7.4,7.756,3.8960000000000004,26.240000000000002,16.0,31.9988,1.32,0.96,3.04,28.0,27.236,70.234,2.92,6.88,8.0,12.0,0.002858,200,1.04
Co0.2Mn0.8O2,25.4,55.73704,1.3639999999999999,1.5920000000000003,1.96,7.260000000000001,7.5234000000000005,17.08,0.132,1.616,5.4,7.4,7.756,3.8960000000000004,26.240000000000002,16.0,31.9988,1.32,0.96,3.04,28.0,27.236,70.234,2.92,6.88,8.0,12.0,0.002858,400,1.14
Cr0.1Co0.9S2,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,50,0.82
Cr0.1Co0.9S2,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.2
Cr0.1Co0.9S2,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.38
Cr0.1Co0.9S2,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,300,1.55
Cr0.1Co0.9S2,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,1.78
Cr0.1Co0.9S2,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,500,1.83
Cr0.2Co0.8S2,26.400000000000002,57.54576,1.286,1.5480000000000003,1.9140000000000001,6.806000000000001,7.658200000000001,16.9016,0.6612,1.836,6.4,8.4,8.558000000000002,15.180000000000001,98.8,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,50,0.91
Cr0.2Co0.8S2,26.400000000000002,57.54576,1.286,1.5480000000000003,1.9140000000000001,6.806000000000001,7.658200000000001,16.9016,0.6612,1.836,6.4,8.4,8.558000000000002,15.180000000000001,98.8,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.19
Cr0.2Co0.8S2,26.400000000000002,57.54576,1.286,1.5480000000000003,1.9140000000000001,6.806000000000001,7.658200000000001,16.9016,0.6612,1.836,6.4,8.4,8.558000000000002,15.180000000000001,98.8,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.42
Cr0.2Co0.8S2,26.400000000000002,57.54576,1.286,1.5480000000000003,1.9140000000000001,6.806000000000001,7.658200000000001,16.9016,0.6612,1.836,6.4,8.4,8.558000000000002,15.180000000000001,98.8,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,300,1.57
Cr0.2Co0.8S2,26.400000000000002,57.54576,1.286,1.5480000000000003,1.9140000000000001,6.806000000000001,7.658200000000001,16.9016,0.6612,1.836,6.4,8.4,8.558000000000002,15.180000000000001,98.8,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,1.82
Cr0.2Co0.8S2,26.400000000000002,57.54576,1.286,1.5480000000000003,1.9140000000000001,6.806000000000001,7.658200000000001,16.9016,0.6612,1.836,6.4,8.4,8.558000000000002,15.180000000000001,98.8,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,500,1.87
Cr0.5Co0.5S2,25.5,55.464600000000004,1.325,1.5899999999999999,1.9049999999999998,6.965,7.324,16.634,0.663,1.77,5.5,7.5,8.045,12.45,97.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,50,1.12
Cr0.5Co0.5S2,25.5,55.464600000000004,1.325,1.5899999999999999,1.9049999999999998,6.965,7.324,16.634,0.663,1.77,5.5,7.5,8.045,12.45,97.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.43
Cr0.5Co0.5S2,25.5,55.464600000000004,1.325,1.5899999999999999,1.9049999999999998,6.965,7.324,16.634,0.663,1.77,5.5,7.5,8.045,12.45,97.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.63
Cr0.5Co0.5S2,25.5,55.464600000000004,1.325,1.5899999999999999,1.9049999999999998,6.965,7.324,16.634,0.663,1.77,5.5,7.5,8.045,12.45,97.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,300,1.69
Cr0.5Co0.5S2,25.5,55.464600000000004,1.325,1.5899999999999999,1.9049999999999998,6.965,7.324,16.634,0.663,1.77,5.5,7.5,8.045,12.45,97.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,1.74
Cr0.5Co0.5S2,25.5,55.464600000000004,1.325,1.5899999999999999,1.9049999999999998,6.965,7.324,16.634,0.663,1.77,5.5,7.5,8.045,12.45,97.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,500,1.79
Mn0.1Co0.9S2,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,50,1.25
Mn0.1Co0.9S2,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.55
Mn0.1Co0.9S2,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.66
Mn0.1Co0.9S2,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,300,1.73
Mn0.1Co0.9S2,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,1.8
Mn0.1Co0.9S2,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,500,1.87
Mn0.2Co0.8S2,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,50,1.34
Mn0.2Co0.8S2,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.52
Mn0.2Co0.8S2,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.64
Mn0.2Co0.8S2,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,300,1.74
Mn0.2Co0.8S2,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,1.82
Mn0.2Co0.8S2,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,500,1.9
Mn0.5Co0.5S2,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,50,1.32
Mn0.5Co0.5S2,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.54
Mn0.5Co0.5S2,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.66
Mn0.5Co0.5S2,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,300,1.74
Mn0.5Co0.5S2,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,1.8
Mn0.5Co0.5S2,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,500,1.85
Ni0.1Co0.9S2,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,50,1.29
Ni0.1Co0.9S2,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.51
Ni0.1Co0.9S2,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.7
Ni0.1Co0.9S2,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,300,1.76
Ni0.1Co0.9S2,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,1.82
Ni0.1Co0.9S2,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,500,1.89
Ni0.2Co0.8S2,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,50,1.27
Ni0.2Co0.8S2,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.43
Ni0.2Co0.8S2,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.71
Ni0.2Co0.8S2,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,300,1.8
Ni0.2Co0.8S2,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,1.87
Ni0.2Co0.8S2,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,500,1.94
Ni0.5Co0.5S2,27.5,58.8166,1.25,1.505,1.775,6.645,7.7605,17.624499999999998,0.9099999999999999,1.895,7.5,9.5,8.9015,15.5,95.5,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,50,1.28
Ni0.5Co0.5S2,27.5,58.8166,1.25,1.505,1.775,6.645,7.7605,17.624499999999998,0.9099999999999999,1.895,7.5,9.5,8.9015,15.5,95.5,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.51
Ni0.5Co0.5S2,27.5,58.8166,1.25,1.505,1.775,6.645,7.7605,17.624499999999998,0.9099999999999999,1.895,7.5,9.5,8.9015,15.5,95.5,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.73
Ni0.5Co0.5S2,27.5,58.8166,1.25,1.505,1.775,6.645,7.7605,17.624499999999998,0.9099999999999999,1.895,7.5,9.5,8.9015,15.5,95.5,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,300,1.78
Ni0.5Co0.5S2,27.5,58.8166,1.25,1.505,1.775,6.645,7.7605,17.624499999999998,0.9099999999999999,1.895,7.5,9.5,8.9015,15.5,95.5,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,1.83
Ni0.5Co0.5S2,27.5,58.8166,1.25,1.505,1.775,6.645,7.7605,17.624499999999998,0.9099999999999999,1.895,7.5,9.5,8.9015,15.5,95.5,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,500,1.87
CoS2,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,50,1.09
CoS2,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,100,1.3
CoS2,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,200,1.46
CoS2,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,300,1.63
CoS2,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,400,1.85
CoS2,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,32.0,64.12,2.1,1.76,3.6,31.0,20.72,46.68,4.14,5.16,8.0,12.0,3.92,500,1.93
